rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team,Game ID,end_of_rally,Score_TeamA,Score_TeamB,Set_Number,score_margin,points_to_win_A,points_to_win_B,prev_set_location,streak_A,streak_B,pass_quality,from_service_or_attack,set_loc
83,2,2,7,6,9,15,15,0,0,outside,blocked,0,2,yes,,blocked,blocked,a,4,TRUE,17,21,2,-4,8,4,2,1,0,2,0,1
135,1,1,4,3,8,15,15,0,0,outside,tip,4,2,yes,jump,kill,kill,a,4,TRUE,21,24,3,-3,4,1,3,1,0,2,1,1
17,3,1,15,15,13,13,16,1,1,quick,hit,1,1,yes,,tool,tool,a,4,TRUE,7,10,1,-3,18,15,1,2,0,3,0,2
81,2,1,2,3,14,15,16,1,1,quick,hit,1,2,yes,,tool,tool,a,4,TRUE,16,20,2,-4,9,5,2,2,0,3,0,2
3,2,2,2,3,8,15,16,0,0,outside,tip,4,2,yes,,tool,tool,b,4,TRUE,1,2,1,-1,24,23,4,0,2,2,0,1
71,1,2,8,3,8,15,16,0,0,outside,tip,4,2,yes,hybrid,tool,tool,b,4,TRUE,12,14,2,-2,13,11,0,0,1,2,1,1
51,2,2,9,8,14,6,17,0,0,d-ball,hit,1,2,no,,hit_error,hit_error,a,4,TRUE,3,3,2,0,22,22,4,1,0,3,0,5
29,1,1,3,3,11,8,18,1,1,bic,hit,1,2,no,jump,hit_error,hit_error,b,4,TRUE,12,17,1,-5,13,8,0,0,2,2,1,4
87,2,2,12,13,16,8,20,0,0,bic,hit,1,3,no,,hit_error,hit_error,a,4,TRUE,19,23,2,-4,6,2,1,1,0,1,0,4
108,2,1,7,6,8,11,20,0,0,oppo,hit,1,2,no,,hit_error,hit_error,b,4,TRUE,9,9,3,0,16,16,1,0,1,2,0,3
45,1,1,4,5,15,15,20,0,0,outside,hit,1,2,no,jump,hit_error,hit_error,b,4,TRUE,20,25,1,-5,5,0,3,0,4,2,1,1
66,3,2,10,10,6,15,20,0,0,outside,hit,1,2,no,,hit_error,hit_error,a,4,TRUE,9,12,2,-3,16,13,1,1,0,2,0,1
119,3,2,6,6,13,15,20,1,1,outside,tip,4,2,no,,hit_error,hit_error,a,4,TRUE,15,14,3,1,10,11,1,2,0,3,0,1
24,1,1,2,2,14,6,21,1,1,d-ball,hit,1,2,yes,jump,kill,kill,a,4,TRUE,11,13,1,-2,14,12,1,1,0,3,1,5
5,4,2,13,14,13,11,21,1,1,oppo,hit,1,2,yes,,,,a,4,FALSE,1,3,1,-2,24,22,1,0,3,3,0,3
129,1,1,8,3,10,11,21,0,0,oppo,hit,1,3,no,jump,hit_error,hit_error,b,4,TRUE,18,21,3,-3,7,4,4,0,3,2,1,3
19,1,2,2,2,11,15,21,1,1,outside,hit,1,2,yes,jump,,,b,4,FALSE,8,10,1,-2,17,15,4,3,0,2,1,1
18,1,2,1,2,11,8,22,1,1,bic,hit,1,3,no,jump,hit_error,hit_error,a,4,TRUE,8,10,1,-2,17,15,2,3,0,2,1,4
113,1,1,4,4,12,8,22,1,1,bic,hit,1,3,yes,jump,error,error,b,4,TRUE,11,12,3,-1,14,13,1,0,2,3,1,4
44,3,2,12,12,13,11,22,1,1,oppo,blocked,0,2,yes,,tool,tool,b,4,TRUE,20,24,1,-4,5,1,1,0,3,3,0,3
81,1,2,3,3,12,13,22,1,1,quick,hit,1,2,yes,jump,,,a,4,FALSE,15,20,2,-5,10,5,0,1,0,3,1,2
2,2,1,10,10,7,6,24,1,1,d-ball,hit,1,2,no,,hit_error,hit_error,b,4,TRUE,1,1,1,0,24,24,1,0,1,2,0,5
106,1,1,10,10,13,9,24,1,1,bic,hit,1,3,no,float,hit_error,hit_error,b,4,TRUE,8,8,3,0,17,17,2,0,2,3,1,4
19,2,1,3,3,11,11,24,1,1,oppo,hit,1,2,yes,,,,b,4,FALSE,8,10,1,-2,17,15,1,3,0,2,0,3
130,1,1,2,2,13,13,24,1,1,quick,hit,1,2,no,jump,hit_error,hit_error,b,4,TRUE,18,22,3,-4,7,3,3,0,4,3,1,2
31,1,2,2,2,12,15,24,1,1,outside,hit,1,2,no,jump,hit_error,hit_error,a,4,TRUE,14,17,1,-3,11,8,0,2,0,3,1,1
47,2,2,12,12,13,11,25,1,1,oppo,hit,1,2,no,,hit_error,hit_error,a,4,TRUE,1,1,2,0,24,24,3,1,0,3,0,3
60,1,1,4,5,7,11,25,0,0,oppo,hit,1,2,yes,jump,tool,tool,a,4,TRUE,8,7,2,1,17,18,5,1,0,2,1,3
54,1,2,2,2,13,15,25,1,1,outside,hit,1,2,yes,jump,,,a,4,FALSE,4,4,2,0,21,21,2,1,0,3,1,1
91,2,1,6,6,9,11,26,0,0,oppo,tip,4,3,yes,,tool,tool,a,4,TRUE,1,0,3,1,24,25,2,1,0,2,0,3
26,3,2,13,13,6,15,26,1,1,outside,hit,1,3,yes,,tool,tool,b,4,TRUE,11,15,1,-4,14,10,4,0,2,2,0,1
15,1,1,3,3,13,6,1,1,1,d-ball,hit,1,2,no,jump,kill,kill,a,5,TRUE,9,6,1,3,16,19,3,1,0,3,1,5
19,2,2,3,4,15,6,1,0,0,d-ball,hit,1,2,no,,kill,kill,b,5,TRUE,10,9,1,1,15,16,1,0,2,2,0,5
67,2,2,7,7,12,8,1,1,1,bic,hit,1,2,no,,kill,kill,b,5,TRUE,10,10,2,0,15,15,1,0,2,3,0,4
190,2,1,7,7,11,9,1,0,0,bic,off_speed,2,2,no,,,,b,5,FALSE,23,23,4,0,2,2,5,1,0,2,0,4
158,2,1,9,8,15,11,1,0,0,d-ball,free_ball,5,0,no,,,,b,5,FALSE,5,9,4,-4,20,16,5,0,4,2,0,5
73,2,1,14,14,12,11,1,1,1,oppo,hit,1,2,no,,,,b,5,FALSE,13,12,2,1,12,13,1,1,0,3,0,3
134,1,1,3,3,13,11,1,1,1,oppo,hit,1,1,no,jump,kill,kill,a,5,TRUE,19,20,3,-1,6,5,4,1,0,3,1,3
156,2,2,11,11,13,11,1,1,1,oppo,hit,1,1,no,,,,b,5,FALSE,5,7,4,-2,20,18,2,0,2,3,0,3
187,1,1,7,7,13,11,1,1,1,oppo,hit,1,2,no,tape,,,a,5,FALSE,21,22,4,-1,4,3,3,0,1,3,1,3
189,1,1,3,3,13,11,1,1,1,oppo,hit,1,2,no,jump,,,a,5,FALSE,22,23,4,-1,3,2,3,0,1,3,1,3
200,1,1,3,3,12,11,1,1,1,oppo,hit,1,1,no,hybrid,kill,kill,a,5,TRUE,4,3,5,1,21,22,2,1,0,3,1,3
14,3,2,6,1,12,11,1,1,0,oppo,hit,1,3,no,,kill,kill,b,5,TRUE,8,6,1,2,17,19,1,0,1,3,0,3
53,1,1,2,2,13,13,1,1,1,quick,hit,1,1,yes,jump,kill,kill,a,5,TRUE,3,3,2,0,22,22,1,1,0,3,1,2
105,1,1,7,2,13,13,1,1,1,quick,hit,1,2,no,float,kill,kill,a,5,TRUE,5,5,3,0,20,20,1,1,0,3,1,2
13,1,1,3,3,13,14,1,1,1,quick,hit,1,1,no,jump,kill,kill,a,5,TRUE,8,5,1,3,17,20,2,1,0,3,1,2
98,1,1,2,2,13,14,1,1,1,quick,hit,1,2,no,jump,kill,kill,a,5,TRUE,2,1,3,1,23,24,1,1,0,3,1,2
155,2,2,2,3,6,14,1,0,0,outside,hit,1,2,no,,kill,kill,b,5,TRUE,5,7,4,-2,20,18,5,0,2,2,0,1
78,1,2,4,3,13,15,1,1,1,outside,hit,1,2,no,jump,,,a,5,FALSE,15,15,2,0,10,10,2,1,0,3,1,1
168,1,2,2,1,13,15,1,1,1,outside,hit,1,1,no,jump,,,b,5,FALSE,10,14,4,-4,15,11,3,2,0,3,1,1
208,1,2,2,1,12,15,1,1,1,outside,hit,1,2,no,float,,,b,5,FALSE,7,7,5,0,18,18,0,1,0,3,1,1
150,1,1,4,3,13,15,1,1,1,quick,hit,1,1,no,jump,kill,kill,a,5,TRUE,4,3,4,1,21,22,2,1,0,3,1,2
68,1,1,9,3,13,15,1,0,0,outside,hit,1,2,no,hybrid,,,a,5,FALSE,10,10,2,0,15,15,4,0,2,3,1,1
129,1,2,4,4,8,15,1,0,0,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,17,17,3,0,8,8,5,0,1,2,1,1
221,2,1,14,14,13,15,1,0,0,outside,hit,1,2,yes,,kill,kill,a,5,TRUE,15,13,5,2,10,12,1,2,0,3,0,1
203,1,2,2,2,8,16,1,0,0,oppo,hit,1,2,no,jump,kill,kill,b,5,TRUE,5,5,5,0,20,20,3,0,1,2,1,3
190,1,2,3,3,11,6,2,1,1,d-ball,hit,1,2,no,jump,,,b,5,FALSE,23,23,4,0,2,2,5,1,0,2,1,5
218,1,1,2,2,12,6,2,1,1,d-ball,hit,1,2,no,jump,,,a,5,FALSE,12,12,5,0,13,13,5,0,1,3,1,5
86,1,1,2,3,16,6,2,0,0,d-ball,hit,1,2,no,jump,,,a,5,FALSE,20,18,2,2,5,7,6,0,2,1,1,5
138,2,2,4,4,26,6,2,0,0,d-ball,hit,1,3,no,,kill,kill,b,5,TRUE,21,22,3,-1,4,3,2,0,2,1,0,5
155,1,1,6,7,2,6,2,0,0,d-ball,hit,1,2,yes,float,,,b,5,FALSE,5,6,4,-1,20,19,1,0,1,1,1,5
217,4,2,3,3,16,6,2,0,0,d-ball,hit,1,2,no,,kill,kill,b,5,TRUE,12,12,5,0,13,13,5,0,1,1,0,5
25,1,1,3,3,11,8,2,1,1,bic,hit,1,2,no,jump,kill,kill,a,5,TRUE,13,12,1,1,12,13,0,1,0,2,1,4
78,2,1,1,1,13,8,2,0,0,bic,hit,1,2,no,,,,a,5,FALSE,15,15,2,0,10,10,1,1,0,3,0,4
34,1,2,3,3,12,9,2,1,1,bic,hit,1,1,no,float,kill,kill,b,5,TRUE,17,17,1,0,8,8,1,0,1,3,1,4
7,3,2,3,2,13,11,2,1,1,oppo,hit,1,2,no,,kill,kill,b,5,TRUE,5,2,1,3,20,23,4,0,1,3,0,3
170,1,1,8,8,13,11,2,1,1,oppo,hit,1,1,no,float,kill,kill,a,5,TRUE,11,16,4,-5,14,9,5,1,0,3,1,3
202,1,1,2,2,13,11,2,1,1,oppo,hit,1,1,no,jump,kill,kill,a,5,TRUE,5,4,5,1,20,21,3,1,0,3,1,3
214,1,1,3,3,13,11,2,1,1,oppo,hit,1,1,no,jump,kill,kill,a,5,TRUE,11,10,5,1,14,15,3,1,0,3,1,3
183,1,2,3,3,13,12,2,1,1,quick,hit,1,1,yes,jump,,,a,5,FALSE,19,20,4,-1,6,5,3,3,0,3,1,2
72,1,1,3,3,13,13,2,1,1,quick,hit,1,1,no,jump,kill,kill,a,5,TRUE,13,12,2,1,12,13,1,1,0,3,1,2
2,2,1,9,9,8,15,2,1,1,outside,hit,1,2,no,,kill,kill,a,5,TRUE,2,0,1,2,23,25,1,2,0,2,0,1
33,1,1,7,7,13,15,2,0,1,outside,hit,1,2,no,float,kill,kill,a,5,TRUE,17,16,1,1,8,9,1,1,0,3,1,1
43,1,2,5,5,13,15,2,1,1,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,23,20,1,3,2,5,0,0,1,3,1,1
75,1,1,9,9,14,15,2,1,1,quick,hit,1,2,no,float,kill,kill,a,5,TRUE,14,14,2,0,11,11,3,1,0,3,1,2
111,1,1,5,5,24,3,3,0,0,bic,off_speed,2,0,no,jump,,,b,5,FALSE,8,7,3,1,17,18,3,0,1,1,1,4
153,1,1,4,9,13,6,3,1,1,d-ball,hit,1,2,no,hybrid,kill,kill,a,5,TRUE,5,5,4,0,20,20,0,1,0,3,1,5
95,1,1,2,2,14,6,3,0,0,oppo,hit,1,2,no,jump,kill,kill,a,5,TRUE,25,23,2,2,0,2,0,1,0,3,1,3
217,3,1,1,1,8,6,3,0,0,d-ball,off_speed,2,2,yes,,,,b,5,FALSE,12,11,5,1,13,14,0,1,0,2,0,5
7,2,1,3,3,24,8,3,0,0,bic,roll_shot,3,0,no,,,,b,5,FALSE,5,1,1,4,20,24,1,3,0,1,0,4
163,1,2,3,3,14,9,3,1,1,bic,hit,1,2,no,jump,,,b,5,FALSE,7,12,4,-5,18,13,0,1,0,3,1,4
19,1,1,2,2,25,10,3,0,0,outside,off_speed,2,2,no,jump,,,b,5,FALSE,10,8,1,2,15,17,3,0,1,1,1,1
117,1,1,1,2,13,11,3,0,1,oppo,hit,1,2,no,jump,kill,kill,a,5,TRUE,11,11,3,0,14,14,5,1,0,3,1,3
146,1,1,4,3,13,11,3,1,1,oppo,hit,1,2,no,jump,kill,kill,a,5,TRUE,2,1,4,1,23,24,3,1,0,3,1,3
60,1,2,3,3,3,11,3,0,0,oppo,hit,1,3,yes,jump,kill,kill,b,5,TRUE,6,7,2,-1,19,18,3,0,1,1,1,3
171,3,2,13,7,8,11,3,0,0,oppo,hit,1,3,no,,error,error,a,5,TRUE,12,16,4,-4,13,9,1,2,0,2,0,3
183,2,1,7,6,8,11,3,0,0,oppo,hit,1,2,no,,,,a,5,FALSE,19,20,4,-1,6,5,2,3,0,2,0,3
187,3,1,9,9,8,11,3,0,0,oppo,hit,1,2,yes,,kill,kill,a,5,TRUE,22,22,4,0,3,3,3,1,0,2,0,3
171,1,2,3,3,13,11,3,1,1,oppo,roll_shot,3,2,yes,jump,,,a,5,FALSE,11,16,4,-5,14,9,3,1,0,3,1,3
191,1,1,9,4,14,14,3,1,1,quick,hit,1,1,no,hybrid,kill,kill,a,5,TRUE,24,24,4,0,1,1,1,1,0,3,1,2
14,1,2,1,1,13,15,3,1,1,outside,hit,1,2,no,jump,,,b,5,FALSE,8,5,1,3,17,20,2,1,0,3,1,1
39,3,2,14,14,13,15,3,1,1,outside,hit,1,2,no,,kill,kill,b,5,TRUE,21,18,1,3,4,7,1,0,1,3,0,1
82,1,1,7,7,11,15,3,1,1,outside,hit,1,2,no,float,net,net,a,5,TRUE,19,16,2,3,6,9,1,1,0,2,1,1
143,1,2,4,3,13,15,3,1,1,outside,hit,1,2,no,jump,,,b,5,FALSE,23,24,3,-1,2,1,0,1,0,3,1,1
77,3,1,6,12,13,15,3,1,1,quick,hit,1,2,no,,kill,kill,a,5,TRUE,15,15,2,0,10,10,0,1,0,3,0,2
206,1,1,7,7,16,15,3,0,0,outside,hit,1,2,no,float,net,net,b,5,TRUE,6,7,5,-1,19,18,1,0,2,1,1,1
212,1,1,3,3,15,15,3,0,0,outside,hit,1,2,yes,jump,kill,kill,a,5,TRUE,10,9,5,1,15,16,2,1,0,2,1,1
7,1,2,3,3,8,15,3,0,0,outside,off_speed,2,3,no,jump,,,b,5,FALSE,5,1,1,4,20,24,3,3,0,2,1,1
11,1,2,3,3,7,15,3,0,0,outside,roll_shot,3,3,no,jump,kill,kill,b,5,TRUE,7,4,1,3,18,21,3,0,1,2,1,1
116,1,2,2,2,13,6,4,1,1,d-ball,hit,1,2,no,jump,kill,kill,b,5,TRUE,10,11,3,-1,15,14,3,0,1,3,1,5
173,1,1,3,3,12,9,4,1,1,bic,hit,1,3,no,jump,kill,kill,a,5,TRUE,13,17,4,-4,12,8,4,1,0,3,1,4
216,1,1,3,3,13,11,4,1,1,oppo,hit,1,2,no,tape,kill,kill,a,5,TRUE,12,11,5,1,13,14,1,1,0,3,1,3
91,1,1,2,3,12,13,4,1,1,quick,hit,1,1,no,jump,kill,kill,a,5,TRUE,23,21,2,2,2,4,0,1,0,3,1,2
209,1,1,7,2,13,13,4,1,1,quick,hit,1,2,yes,tape,kill,kill,a,5,TRUE,8,8,5,0,17,17,0,1,0,3,1,2
22,1,1,1,1,12,14,4,1,1,quick,hit,1,1,no,jump,kill,kill,a,5,TRUE,12,10,1,2,13,15,2,1,0,3,1,2
149,1,2,3,3,14,14,4,1,1,quick,hit,1,1,no,jump,kill,kill,b,5,TRUE,3,3,4,0,22,22,0,0,1,3,1,2
16,1,2,4,5,13,15,4,1,1,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,9,7,1,2,16,18,5,0,1,3,1,1
56,1,1,5,4,13,15,4,1,1,outside,hit,1,2,yes,jump,net,net,a,5,TRUE,5,4,2,1,20,21,0,1,0,3,1,1
144,1,1,9,8,13,15,4,1,1,outside,hit,1,2,no,float,kill,kill,a,5,TRUE,1,0,4,1,24,25,1,1,0,3,1,1
215,1,2,3,3,12,15,4,1,1,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,11,11,5,0,14,14,3,0,1,3,1,1
197,3,2,5,4,12,15,4,1,1,outside,off_speed,2,2,yes,,,,a,5,FALSE,2,1,5,1,23,24,1,1,0,3,0,1
187,2,2,2,2,23,17,4,0,0,oppo,roll_shot,3,2,no,,,,a,5,FALSE,21,22,4,-1,4,3,3,0,1,1,0,3
197,2,1,12,8,17,10,5,0,0,outside,off_speed,2,0,no,,,,a,5,FALSE,2,1,5,1,23,24,1,1,0,1,0,1
89,1,2,3,3,13,11,5,1,1,oppo,hit,1,2,no,jump,kill,kill,b,5,TRUE,22,20,2,2,3,5,0,0,1,3,1,3
167,2,1,15,15,13,11,5,1,1,oppo,hit,1,2,no,,kill,kill,a,5,TRUE,10,14,4,-4,15,11,0,2,0,3,0,3
183,4,1,8,8,12,11,5,1,1,oppo,hit,1,2,no,,kill,kill,a,5,TRUE,20,20,4,0,5,5,3,4,0,3,0,3
63,1,2,2,7,6,11,5,0,0,oppo,hit,1,3,no,float,kill,kill,b,5,TRUE,8,8,2,0,17,17,1,0,1,2,1,3
138,1,1,3,3,13,14,5,1,1,quick,hit,1,1,no,jump,,,b,5,FALSE,21,21,3,0,4,4,3,0,1,3,1,2
9,1,1,9,3,6,15,5,0,0,outside,hit,1,2,yes,jump,,,a,5,FALSE,5,3,1,2,20,22,1,0,2,2,1,1
52,2,2,15,15,11,15,5,0,0,outside,hit,1,3,no,,kill,kill,b,5,TRUE,2,3,2,-1,23,22,3,0,1,2,0,1
80,2,1,14,14,6,15,5,0,0,outside,hit,1,2,no,,kill,kill,a,5,TRUE,18,15,2,3,7,10,3,4,0,2,0,1
205,1,2,3,3,15,15,5,0,0,outside,hit,1,2,no,jump,,,b,5,FALSE,6,5,5,1,19,20,5,1,0,2,1,1
26,1,2,3,3,14,15,5,0,0,outside,off_speed,2,3,no,jump,kill,kill,b,5,TRUE,13,13,1,0,12,12,4,0,1,3,1,1
176,2,1,9,9,26,25,5,0,0,bic,free_ball,5,0,no,,,,b,5,FALSE,15,17,4,-2,10,8,1,3,0,1,0,4
77,1,1,2,2,14,6,6,1,1,d-ball,hit,1,1,no,jump,,,a,5,FALSE,14,15,2,-1,11,10,0,0,1,3,1,5
142,1,1,3,3,13,6,6,1,1,d-ball,hit,1,1,no,jump,,,a,5,FALSE,22,24,3,-2,3,1,0,0,2,3,1,5
188,1,2,3,3,11,11,6,0,0,oppo,hit,1,2,no,jump,kill,kill,b,5,TRUE,22,23,4,-1,3,2,3,0,1,2,1,3
21,1,2,3,3,11,12,6,1,1,quick,hit,1,1,no,jump,kill,kill,b,5,TRUE,11,10,1,1,14,15,0,0,1,2,1,2
41,1,2,3,3,11,12,6,1,1,quick,hit,1,2,no,jump,,,b,5,FALSE,22,18,1,4,3,7,0,1,0,2,1,2
113,2,2,17,1,16,15,6,0,0,outside,hit,1,1,no,,error,error,a,5,TRUE,9,9,3,0,16,16,1,1,0,1,0,1
161,1,2,3,3,13,15,6,1,1,outside,off_speed,2,1,no,jump,kill,kill,b,5,TRUE,6,12,4,-6,19,13,1,0,1,3,1,1
182,1,2,3,3,13,15,6,1,1,outside,tip,4,2,no,jump,,,a,5,FALSE,18,20,4,-2,7,5,2,2,0,3,1,1
190,3,2,1,1,12,15,6,1,1,outside,tip,4,2,no,,,,b,5,FALSE,23,23,4,0,2,2,4,1,0,3,0,1
14,2,1,3,3,19,15,6,0,0,outside,tip,4,2,no,,,,b,5,FALSE,8,5,1,3,17,20,1,1,0,1,0,1
213,1,2,2,3,13,11,7,1,1,oppo,hit,1,1,no,jump,kill,kill,b,5,TRUE,10,10,5,0,15,15,1,0,1,3,1,3
158,3,2,1,3,13,13,7,1,1,quick,tip,4,1,no,,kill,kill,b,5,TRUE,5,10,4,-5,20,15,5,0,5,3,0,2
193,1,1,8,8,12,15,7,1,1,outside,blocked,0,2,yes,float,blocked,blocked,b,5,TRUE,24,26,4,-2,1,-1,1,0,2,3,1,1
156,3,1,7,7,17,18,7,0,0,d-ball,free_ball,5,0,no,,,,b,5,FALSE,5,7,4,-2,20,18,3,0,2,1,0,5
183,3,2,3,3,5,6,8,0,0,oppo,free_ball,5,0,no,,,,a,5,FALSE,19,20,4,-1,6,5,3,3,0,1,0,3
133,2,2,9,4,6,7,8,0,0,bic,hit,1,1,no,,kill,kill,b,5,TRUE,18,20,3,-2,7,5,2,0,2,2,0,4
61,1,1,7,7,12,11,8,1,1,quick,hit,1,2,no,float,kill,kill,a,5,TRUE,7,7,2,0,18,18,3,1,0,3,1,2
59,1,1,1,2,13,12,8,1,1,bic,free_ball,5,0,no,jump,,,a,5,FALSE,5,6,2,-1,20,19,6,0,2,3,1,4
66,1,2,2,3,13,13,8,1,1,quick,hit,1,1,no,jump,kill,kill,b,5,TRUE,10,9,2,1,15,16,1,0,1,3,1,2
211,1,2,4,3,13,13,8,1,1,quick,hit,1,2,yes,jump,kill,kill,b,5,TRUE,9,9,5,0,16,16,2,0,1,3,1,2
35,1,1,10,10,13,15,8,1,1,outside,roll_shot,3,2,no,float,kill,kill,a,5,TRUE,18,17,1,1,7,8,4,1,0,3,1,1
86,2,2,2,2,16,16,8,0,0,d-ball,free_ball,5,0,no,,,,a,5,FALSE,20,18,2,2,5,7,5,0,2,1,0,5
67,1,1,1,2,7,25,8,0,0,outside,free_ball,5,0,no,jump,,,b,5,FALSE,10,9,2,1,15,16,2,0,1,2,1,1
158,1,1,8,8,13,6,9,1,1,d-ball,blocked,0,2,yes,float,,,b,5,FALSE,5,9,4,-4,20,16,1,0,4,3,1,5
78,3,2,2,1,25,12,9,0,0,oppo,tip,4,2,no,,,,a,5,FALSE,15,15,2,0,10,10,4,1,0,1,0,3
147,1,2,3,3,14,13,9,1,1,quick,hit,1,1,no,jump,kill,kill,b,5,TRUE,2,2,4,0,23,23,3,0,1,3,1,2
156,4,2,7,3,13,13,9,1,1,quick,hit,1,1,no,,kill,kill,b,5,TRUE,5,8,4,-3,20,17,5,0,3,3,0,2
133,1,1,2,2,12,13,9,1,1,quick,tip,4,1,no,jump,,,b,5,FALSE,18,19,3,-1,7,6,2,0,1,3,1,2
81,1,2,4,3,13,15,9,1,1,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,18,16,2,2,7,9,1,0,1,3,1,1
176,1,2,2,3,12,15,9,1,1,outside,hit,1,1,no,jump,,,b,5,FALSE,15,17,4,-2,10,8,0,3,0,3,1,1
48,3,2,7,7,9,15,9,0,0,outside,hit,1,2,no,,kill,kill,b,5,TRUE,0,1,2,-1,25,24,0,0,1,2,0,1
135,1,2,3,3,8,15,9,0,0,outside,roll_shot,3,2,no,jump,,,a,5,FALSE,19,20,3,-1,6,5,3,1,0,2,1,1
114,1,2,4,3,7,6,10,0,0,d-ball,hit,1,3,yes,jump,kill,kill,b,5,TRUE,9,10,3,-1,16,15,1,0,1,2,1,5
17,1,1,8,8,13,12,10,1,1,quick,hit,1,1,no,float,kill,kill,a,5,TRUE,10,7,1,3,15,18,1,1,0,3,1,2
39,1,2,4,3,25,12,10,0,0,oppo,hit,1,3,yes,jump,,,b,5,FALSE,21,17,1,4,4,8,0,4,0,1,1,3
65,1,2,3,3,13,13,10,1,1,quick,hit,1,1,no,jump,,,a,5,FALSE,9,8,2,1,16,17,0,1,0,3,1,2
132,1,2,3,3,12,13,10,1,1,quick,hit,1,2,no,jump,kill,kill,b,5,TRUE,18,19,3,-1,7,6,0,0,1,3,1,2
2,1,2,3,3,13,15,10,1,1,outside,hit,1,2,no,jump,,,a,5,FALSE,1,0,1,1,24,25,3,1,0,3,1,1
125,2,1,14,8,14,15,10,1,1,outside,hit,1,2,no,,kill,kill,a,5,TRUE,15,15,3,0,10,10,6,1,0,3,0,1
196,1,1,2,2,7,15,10,1,1,outside,hit,1,2,no,jump,kill,kill,a,5,TRUE,2,1,5,1,23,24,3,1,0,2,1,1
221,1,2,3,3,13,15,10,1,1,outside,hit,1,2,yes,float,,,a,5,FALSE,14,13,5,1,11,12,0,1,0,3,1,1
169,1,1,10,9,13,11,11,1,1,d-ball,blocked,0,1,yes,jump,blocked,blocked,b,5,TRUE,10,16,4,-6,15,9,1,0,2,3,1,5
184,1,2,3,3,13,11,11,1,1,oppo,hit,1,2,no,jump,kill,kill,b,5,TRUE,20,21,4,-1,5,4,3,0,1,3,1,3
135,2,1,9,14,13,11,11,0,0,oppo,hit,1,2,no,,kill,kill,a,5,TRUE,20,20,3,0,5,5,1,2,0,3,0,3
156,1,1,7,7,12,12,11,1,1,quick,hit,1,1,yes,float,,,b,5,FALSE,5,7,4,-2,20,18,1,0,2,3,1,2
57,1,2,3,3,12,15,11,1,1,outside,hit,1,2,no,jump,kill,kill,b,5,TRUE,5,5,2,0,20,20,1,0,1,3,1,1
154,1,2,2,2,13,15,11,1,1,outside,hit,1,2,yes,jump,kill,kill,b,5,TRUE,5,6,4,-1,20,19,5,0,1,3,1,1
112,2,2,15,13,13,15,11,1,1,outside,roll_shot,3,2,no,,kill,kill,b,5,TRUE,8,9,3,-1,17,16,0,0,3,3,0,1
68,2,2,1,1,17,6,12,0,0,d-ball,blocked,0,2,yes,,blocked,blocked,a,5,TRUE,11,10,2,1,14,15,1,1,0,1,0,5
122,1,2,9,3,13,11,12,1,1,oppo,blocked,0,2,yes,hybrid,blocked,blocked,a,5,TRUE,14,13,3,1,11,12,0,2,0,3,1,3
41,2,1,6,6,22,11,12,0,0,oppo,blocked,0,2,yes,,blocked,blocked,b,5,TRUE,22,19,1,3,3,6,2,0,1,1,0,3
3,1,2,3,3,13,11,12,1,1,oppo,off_speed,2,1,no,jump,kill,kill,b,5,TRUE,2,1,1,1,23,24,1,0,1,3,1,3
197,1,2,3,3,12,15,12,1,1,outside,tip,4,1,yes,jump,,,a,5,FALSE,2,1,5,1,23,24,1,1,0,3,1,1
172,1,2,2,1,13,9,13,1,1,bic,hit,1,2,yes,jump,kill,kill,b,5,TRUE,12,17,4,-5,13,8,3,0,1,3,1,4
10,1,2,8,2,12,11,13,1,1,oppo,blocked,0,2,yes,tape,blocked,blocked,a,5,TRUE,7,3,1,4,18,22,3,2,0,3,1,3
36,1,2,4,5,13,11,13,1,1,oppo,blocked,0,1,yes,jump,blocked,blocked,a,5,TRUE,19,17,1,2,6,8,1,2,0,3,1,3
197,4,1,3,3,8,11,13,0,0,oppo,blocked,0,2,yes,,,,a,5,FALSE,2,1,5,1,23,24,1,1,0,2,0,3
5,2,1,13,10,7,11,13,0,0,oppo,hit,1,2,yes,,kill,kill,a,5,TRUE,4,1,1,3,21,24,1,2,0,2,0,3
181,1,2,4,4,13,13,13,1,1,quick,blocked,0,1,yes,jump,blocked,blocked,a,5,TRUE,18,20,4,-2,7,5,0,2,0,3,1,2
96,1,2,4,4,13,14,13,1,1,quick,tip,4,1,no,jump,,,a,5,FALSE,0,0,3,0,25,25,3,1,0,3,1,2
5,1,2,3,3,6,15,13,0,0,outside,hit,1,3,yes,jump,,,a,5,FALSE,3,1,1,2,22,24,0,1,0,2,1,1
171,2,1,9,10,10,26,13,0,0,outside,tip,4,2,no,,,,a,5,FALSE,11,16,4,-5,14,9,3,1,0,2,0,1
73,3,2,2,3,3,6,14,0,0,d-ball,hit,1,3,yes,,kill,kill,b,5,TRUE,13,13,2,0,12,12,3,0,1,1,0,5
