rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team,Game ID,end_of_rally,Score_TeamA,Score_TeamB,Set_Number,score_margin,points_to_win_A,points_to_win_B,prev_set_location,streak_A,streak_B,pass_quality,from_service_or_attack,set_loc
84,2,2,4,4,14,15,16,1,1,outside,hit,1,2,yes,,tool,tool,b,2,TRUE,24,13,2,11,1,12,1,0,3,3,0,1
78,1,2,10,10,8,15,16,0,0,outside,hit,1,3,yes,hybrid,tool,tool,b,2,TRUE,21,10,2,11,4,15,0,0,1,2,1,1
74,2,1,6,7,8,11,17,0,0,oppo,hit,1,2,yes,,,,a,2,FALSE,18,8,2,10,7,17,1,1,0,2,0,3
120,1,2,3,3,13,13,17,1,1,quick,hit,1,2,no,jump,hit_error,hit_error,a,2,TRUE,19,16,3,3,6,9,0,2,0,3,1,2
33,2,1,15,14,13,15,17,1,1,outside,hit,1,2,yes,,tool,tool,a,2,TRUE,16,17,1,-1,9,8,1,1,0,3,0,1
42,2,1,2,3,8,15,17,0,0,outside,hit,1,2,yes,,tool,tool,a,2,TRUE,21,21,1,0,4,4,1,2,0,2,0,1
61,1,2,4,3,8,11,18,0,0,oppo,off_speed,2,2,no,jump,hit_error,hit_error,a,2,TRUE,10,4,2,6,15,21,1,3,0,2,1,3
28,2,2,8,9,8,15,18,0,0,outside,off_speed,2,2,no,,hit_error,hit_error,a,2,TRUE,14,14,1,0,11,11,2,1,0,2,0,1
22,1,2,3,3,13,13,19,1,1,quick,hit,1,2,yes,jump,tool,tool,b,2,TRUE,10,12,1,-2,15,13,1,0,1,3,1,2
58,4,2,3,3,13,13,19,1,1,bic,hit,1,3,yes,,tool,tool,b,2,TRUE,7,4,2,3,18,21,3,0,2,3,0,4
105,1,2,8,3,13,13,19,1,1,bic,off_speed,2,3,no,jump,,,b,2,FALSE,10,9,3,1,15,16,2,3,0,3,1,4
75,2,1,6,9,6,15,19,0,0,outside,hit,1,2,yes,,tool,tool,a,2,TRUE,20,8,2,12,5,17,0,3,0,2,0,1
58,3,1,3,3,7,11,20,0,0,oppo,hit,1,2,no,,,,b,2,FALSE,7,3,2,4,18,22,3,0,1,2,0,3
81,1,2,3,3,7,13,20,0,0,quick,hit,1,3,no,jump,hit_error,hit_error,a,2,TRUE,24,10,2,14,1,15,1,3,0,2,1,2
66,1,2,3,3,7,15,20,0,0,outside,hit,1,2,no,jump,,,a,2,FALSE,13,5,2,8,12,20,0,2,0,2,1,1
103,1,2,4,4,8,15,20,0,0,outside,hit,1,2,no,jump,hit_error,hit_error,a,2,TRUE,9,9,3,0,16,16,0,2,0,2,1,1
31,3,2,13,13,11,8,21,0,0,bic,off_speed,2,3,yes,,tool,tool,b,2,TRUE,15,16,1,-1,10,9,3,0,1,2,0,4
91,3,2,10,10,13,15,21,1,1,outside,hit,1,2,no,,,,b,2,FALSE,3,2,3,1,22,23,1,0,1,3,0,1
42,1,2,2,1,11,15,21,0,0,outside,hit,1,2,yes,jump,,,a,2,FALSE,20,21,1,-1,5,4,2,1,0,2,1,1
130,1,2,3,3,18,14,22,0,0,outside,hit,1,3,no,jump,hit_error,hit_error,a,2,TRUE,25,20,3,5,0,5,0,4,0,1,1,1
114,1,2,9,9,7,15,23,0,0,outside,hit,1,3,no,hybrid,hit_error,hit_error,a,2,TRUE,15,14,3,1,10,11,2,2,0,2,1,1
99,3,1,8,8,13,11,24,1,1,oppo,hit,1,2,yes,,tool,tool,a,2,TRUE,7,7,3,0,18,18,0,1,0,3,0,3
36,1,1,4,4,11,15,24,0,0,outside,hit,1,2,yes,jump,,,b,2,FALSE,17,18,1,-1,8,7,4,0,1,2,1,1
90,3,1,13,13,13,11,25,1,1,oppo,hit,1,2,no,,hit_error,hit_error,b,2,TRUE,3,2,3,1,22,23,2,0,1,3,0,3
35,1,2,3,3,13,13,25,1,1,bic,hit,1,3,yes,jump,tool,tool,b,2,TRUE,17,18,1,-1,8,7,1,0,1,3,1,4
110,2,2,8,9,13,15,25,1,1,outside,blocked,0,2,yes,,tool,tool,b,2,TRUE,12,13,3,-1,13,12,2,0,2,3,0,1
3,1,1,7,8,13,15,25,1,1,outside,hit,1,2,yes,float,tool,tool,a,2,TRUE,2,1,1,1,23,24,1,1,0,3,1,1
87,1,2,3,3,13,15,25,1,1,outside,hit,1,2,yes,jump,tool,tool,b,2,TRUE,1,1,3,0,24,24,1,0,1,3,1,1
105,3,2,12,12,8,15,25,0,0,outside,hit,1,3,yes,,tool,tool,b,2,TRUE,10,10,3,0,15,15,0,0,1,2,0,1
111,1,1,3,3,13,13,26,1,1,quick,hit,1,2,yes,jump,tool,tool,a,2,TRUE,13,13,3,0,12,12,1,1,0,3,1,2
57,1,2,8,8,12,15,26,1,1,outside,blocked,0,2,yes,hybrid,tool,tool,b,2,TRUE,7,3,2,4,18,22,0,0,1,3,1,1
7,1,1,1,2,14,15,26,0,0,outside,hit,1,2,no,jump,hit_error,hit_error,b,2,TRUE,3,4,1,-1,22,21,2,0,2,3,1,1
21,1,2,3,2,11,15,26,0,0,outside,hit,1,2,no,jump,hit_error,hit_error,a,2,TRUE,10,11,1,-1,15,14,2,4,0,2,1,1
77,1,2,7,6,13,6,1,0,0,d-ball,hit,1,2,no,float,,,a,3,FALSE,17,12,2,5,8,13,1,2,0,3,1,5
98,4,2,8,6,10,9,1,0,0,bic,free_ball,5,0,no,,,,b,3,FALSE,2,3,3,-1,23,22,2,0,1,2,0,4
91,1,2,3,3,12,9,1,1,1,bic,hit,1,3,no,jump,,,a,3,FALSE,23,20,2,3,2,5,1,2,0,3,1,4
98,2,2,3,2,15,11,1,0,0,oppo,hit,1,2,no,,,,b,3,FALSE,2,3,3,-1,23,22,5,0,1,2,0,3
61,1,2,6,6,12,13,1,1,1,quick,hit,1,2,no,float,kill,kill,b,3,TRUE,8,6,2,2,17,19,1,0,1,3,1,2
58,1,1,10,10,12,14,1,1,1,quick,hit,1,2,no,float,kill,kill,a,3,TRUE,6,5,2,1,19,20,1,1,0,3,1,2
143,1,2,2,2,13,14,1,1,1,quick,hit,1,2,yes,jump,error,error,b,3,TRUE,5,4,4,1,20,21,2,0,1,3,1,2
81,2,2,4,4,13,15,1,1,1,outside,hit,1,2,yes,,kill,kill,b,3,TRUE,19,15,2,4,6,10,1,0,2,3,0,1
107,1,2,6,6,12,15,1,1,1,outside,hit,1,2,no,float,,,b,3,FALSE,7,7,3,0,18,18,1,2,0,3,1,1
134,3,2,15,15,13,15,1,1,1,outside,hit,1,2,yes,,,,a,3,FALSE,24,17,3,7,1,8,0,5,0,3,0,1
151,2,1,13,13,12,8,2,1,1,bic,hit,1,0,no,,kill,kill,a,3,TRUE,11,6,4,5,14,19,0,2,0,3,0,4
62,1,1,7,6,9,9,2,0,0,bic,off_speed,2,0,no,float,,,b,3,FALSE,8,6,2,2,17,19,2,0,1,2,1,4
123,2,1,14,14,7,11,2,0,0,oppo,hit,1,2,yes,,kill,kill,a,3,TRUE,17,14,3,3,8,11,3,1,0,2,0,3
28,1,2,8,8,13,13,2,1,1,quick,hit,1,2,yes,float,,,b,3,FALSE,13,14,1,-1,12,11,2,1,0,3,1,2
71,2,1,11,7,12,14,2,1,1,outside,hit,1,2,no,,kill,kill,a,3,TRUE,14,10,2,4,11,15,0,1,0,3,0,1
102,1,1,2,3,13,15,2,1,1,outside,hit,1,2,no,jump,kill,kill,a,3,TRUE,4,6,3,-2,21,19,5,1,0,3,1,1
98,1,1,9,2,13,6,3,1,1,d-ball,hit,1,2,yes,jump,,,b,3,FALSE,2,3,3,-1,23,22,1,0,1,3,1,5
113,2,1,10,10,3,10,3,0,0,outside,off_speed,2,3,no,,,,b,3,FALSE,11,9,3,2,14,16,2,1,0,1,0,1
32,3,1,14,14,13,11,3,0,0,oppo,hit,1,2,yes,,,,b,3,FALSE,14,17,1,-3,11,8,0,1,0,3,0,3
53,1,1,3,3,13,13,3,1,1,quick,hit,1,2,no,jump,,,b,3,FALSE,3,2,2,1,22,23,1,0,1,3,1,2
138,1,2,7,2,12,13,3,1,1,quick,hit,1,2,no,hybrid,,,b,3,FALSE,3,0,4,3,22,25,1,9,0,3,1,2
68,3,2,9,9,13,15,3,1,1,outside,hit,1,2,no,,kill,kill,b,3,TRUE,12,9,2,3,13,16,0,0,1,3,0,1
70,1,2,5,5,11,15,3,1,1,outside,hit,1,2,no,jump,kill,kill,b,3,TRUE,13,10,2,3,12,15,3,0,1,2,1,1
72,1,2,3,3,13,15,3,1,1,outside,hit,1,2,yes,jump,,,b,3,FALSE,14,10,2,4,11,15,1,1,0,3,1,1
88,1,1,2,3,13,15,3,1,1,outside,hit,1,2,yes,jump,,,b,3,FALSE,21,19,2,2,4,6,3,0,3,3,1,1
101,1,2,3,3,12,15,3,1,1,outside,hit,1,2,no,jump,,,b,3,FALSE,3,5,3,-2,22,20,4,1,0,3,1,1
103,1,2,3,3,7,15,3,0,0,outside,hit,1,2,no,jump,,,a,3,FALSE,4,6,3,-2,21,19,1,1,0,2,1,1
113,3,2,2,2,14,15,3,0,0,outside,hit,1,3,no,,,,b,3,FALSE,11,9,3,2,14,16,1,1,0,3,0,1
130,2,1,9,9,4,15,3,0,0,outside,hit,1,2,no,,kill,kill,a,3,TRUE,21,17,3,4,4,8,1,2,0,1,0,1
136,1,2,2,2,9,15,3,0,0,outside,off_speed,2,2,no,jump,,,a,3,FALSE,1,0,4,1,24,25,3,7,0,2,1,1
14,1,1,4,4,12,17,3,1,1,d-ball,hit,1,2,no,float,kill,kill,a,3,TRUE,7,7,1,0,18,18,0,1,0,3,1,5
91,2,1,1,1,12,8,4,1,1,bic,hit,1,3,no,,kill,kill,a,3,TRUE,24,20,2,4,1,5,4,3,0,3,0,4
43,1,2,4,3,13,9,4,1,1,bic,hit,1,3,no,jump,kill,kill,b,3,TRUE,20,23,1,-3,5,2,5,0,1,3,1,4
31,2,1,14,14,14,11,4,1,1,oppo,hit,1,2,no,,,,a,3,FALSE,13,17,1,-4,12,8,1,0,3,3,0,3
69,1,1,2,3,12,11,4,1,1,oppo,hit,1,2,no,jump,kill,kill,a,3,TRUE,13,9,2,4,12,16,1,1,0,3,1,3
48,1,1,2,2,12,12,4,1,1,quick,hit,1,1,no,float,kill,kill,a,3,TRUE,1,0,2,1,24,25,0,1,0,3,1,2
170,1,1,8,8,13,13,4,1,1,quick,hit,1,2,no,float,kill,kill,a,3,TRUE,24,12,4,12,1,13,1,1,0,3,1,2
39,4,2,9,10,13,15,4,1,1,outside,hit,1,2,no,,kill,kill,b,3,TRUE,18,21,1,-3,7,4,0,0,2,3,0,1
121,1,1,4,4,14,15,4,1,1,outside,hit,1,2,no,float,kill,kill,a,3,TRUE,16,13,3,3,9,12,0,1,0,3,1,1
23,1,1,5,4,14,15,4,1,1,quick,hit,1,2,no,jump,,,a,3,FALSE,10,12,1,-2,15,13,0,0,1,3,1,2
32,4,2,3,4,3,15,4,0,0,outside,hit,1,3,yes,,,,b,3,FALSE,14,17,1,-3,11,8,3,1,0,1,0,1
147,1,2,3,2,13,6,5,1,1,d-ball,hit,1,2,no,jump,kill,kill,b,3,TRUE,8,5,4,3,17,20,1,0,1,3,1,5
134,1,2,3,3,13,9,5,1,1,bic,hit,1,2,no,jump,,,a,3,FALSE,24,17,3,7,1,8,3,5,0,3,1,4
161,2,1,10,10,6,10,5,0,0,outside,hit,1,3,no,,,,a,3,FALSE,18,8,4,10,7,17,2,6,0,2,0,1
83,1,2,3,3,13,11,5,1,1,oppo,hit,1,2,no,jump,kill,kill,b,3,TRUE,20,16,2,4,5,9,3,0,1,3,1,3
84,1,1,1,2,8,11,5,0,0,oppo,hit,1,2,no,jump,kill,kill,a,3,TRUE,21,16,2,5,4,9,3,1,0,2,1,3
68,1,2,7,2,13,13,5,1,1,quick,hit,1,1,no,jump,,,b,3,FALSE,12,8,2,4,13,17,0,3,0,3,1,2
78,1,2,9,9,13,13,5,1,1,quick,hit,1,2,no,float,,,b,3,FALSE,18,12,2,6,7,13,1,3,0,3,1,2
81,1,1,7,7,12,15,5,1,1,outside,hit,1,2,no,tape,,,b,3,FALSE,19,14,2,5,6,11,1,0,1,3,1,1
130,1,2,3,3,13,15,5,1,1,outside,hit,1,2,no,jump,,,a,3,FALSE,20,17,3,3,5,8,0,1,0,3,1,1
77,3,1,11,11,14,15,5,1,0,outside,hit,1,2,no,,kill,kill,a,3,TRUE,18,12,2,6,7,13,3,3,0,3,0,1
80,1,2,5,4,1,15,5,0,0,outside,hit,1,3,no,jump,kill,kill,b,3,TRUE,19,14,2,5,6,11,0,0,1,1,1,1
157,4,1,14,14,15,15,5,0,0,outside,hit,1,2,no,,,,a,3,FALSE,14,8,4,6,11,17,1,2,0,2,0,1
29,1,1,8,8,13,26,5,1,1,outside,hit,1,2,yes,float,,,b,3,FALSE,13,15,1,-2,12,10,1,0,1,3,1,1
10,3,1,1,1,12,6,6,1,1,d-ball,hit,1,2,no,,,,a,3,FALSE,4,5,1,-1,21,20,0,0,1,3,0,5
107,2,1,6,6,16,8,6,0,0,bic,hit,1,2,no,,,,b,3,FALSE,7,7,3,0,18,18,1,2,0,1,0,4
26,1,2,2,1,13,9,6,1,1,bic,hit,1,0,no,jump,kill,kill,b,3,TRUE,12,14,1,-2,13,11,0,0,1,3,1,4
16,1,1,4,5,12,11,6,1,1,oppo,hit,1,2,yes,float,,,b,3,FALSE,7,8,1,-1,18,17,2,0,1,3,1,3
96,1,1,2,2,13,11,6,1,1,oppo,hit,1,1,no,jump,kill,kill,a,3,TRUE,2,2,3,0,23,23,0,1,0,3,1,3
159,1,2,4,3,17,12,6,0,0,oppo,blocked,0,3,yes,jump,blocked,blocked,a,3,TRUE,17,8,4,9,8,17,1,5,0,1,1,3
30,2,1,11,11,15,12,6,0,1,oppo,hit,1,2,no,,,,b,3,FALSE,13,16,1,-3,12,9,2,0,2,2,0,3
18,2,2,14,14,12,13,6,1,1,quick,hit,1,2,yes,,tool,tool,b,3,TRUE,8,10,1,-2,17,15,2,0,1,3,0,2
144,1,1,2,2,13,14,6,1,1,quick,hit,1,2,no,jump,kill,kill,a,3,TRUE,6,4,4,2,19,21,2,1,0,3,1,2
16,3,2,8,8,12,15,6,1,1,outside,hit,1,2,no,,kill,kill,b,3,TRUE,7,9,1,-2,18,16,0,0,2,3,0,1
53,2,2,3,3,1,9,7,0,0,outside,roll_shot,3,3,no,,kill,kill,b,3,TRUE,3,3,2,0,22,22,2,0,2,1,0,1
165,1,2,10,9,7,9,7,0,0,bic,tip,4,3,no,hybrid,,,b,3,FALSE,21,9,4,12,4,16,1,2,0,2,1,4
6,1,2,3,3,12,13,7,1,1,quick,hit,1,2,no,jump,kill,kill,b,3,TRUE,3,3,1,0,22,22,3,0,1,3,1,2
8,1,1,2,2,11,13,7,1,1,quick,hit,1,1,no,jump,kill,kill,a,3,TRUE,4,4,1,0,21,21,0,1,0,2,1,2
116,1,1,4,4,12,14,7,1,1,quick,hit,1,1,no,jump,kill,kill,a,3,TRUE,13,11,3,2,12,14,0,1,0,3,1,2
157,1,1,3,3,13,14,7,1,1,quick,off_speed,2,1,no,jump,,,a,3,FALSE,14,8,4,6,11,17,0,2,0,3,1,2
76,2,1,10,10,17,15,7,0,0,outside,hit,1,2,no,,kill,kill,a,3,TRUE,17,12,2,5,8,13,1,2,0,1,0,1
33,1,1,2,2,12,11,8,1,1,oppo,blocked,0,2,yes,float,,,a,3,FALSE,14,18,1,-4,11,7,4,0,1,3,1,3
2,1,2,2,2,13,13,8,1,1,quick,hit,1,2,no,jump,kill,kill,b,3,TRUE,1,1,1,0,24,24,0,0,1,3,1,2
51,1,1,2,2,13,13,8,1,1,quick,hit,1,2,no,jump,kill,kill,a,3,TRUE,3,1,2,2,22,24,3,1,0,3,1,2
85,1,2,3,3,13,13,8,1,1,quick,hit,1,1,no,jump,kill,kill,b,3,TRUE,21,17,2,4,4,8,3,0,1,3,1,2
105,1,1,7,7,13,13,8,1,1,quick,off_speed,2,2,no,float,kill,kill,a,3,TRUE,6,7,3,-1,19,18,1,1,0,3,1,2
138,3,2,8,8,12,13,8,1,1,quick,off_speed,2,2,no,,kill,kill,b,3,TRUE,3,1,4,2,22,24,3,0,1,3,0,2
95,1,2,1,1,13,14,8,1,0,quick,free_ball,5,0,no,jump,,,b,3,FALSE,1,1,3,0,24,24,0,1,0,3,1,2
25,1,1,2,2,13,14,8,1,1,quick,hit,1,1,yes,jump,,,a,3,FALSE,11,13,1,-2,14,12,1,0,1,3,1,2
142,1,1,4,4,12,14,8,1,1,quick,hit,1,2,no,jump,kill,kill,a,3,TRUE,5,3,4,2,20,22,3,1,0,3,1,2
98,3,1,7,7,13,14,8,1,1,quick,tip,4,1,no,,,,b,3,FALSE,2,3,3,-1,23,22,3,0,1,3,0,2
137,3,1,12,12,13,15,8,0,0,outside,blocked,0,2,yes,,,,a,3,FALSE,2,0,4,2,23,25,3,8,0,3,0,1
160,1,2,2,2,8,15,8,0,0,outside,blocked,0,2,yes,jump,blocked,blocked,a,3,TRUE,18,8,4,10,7,17,3,6,0,2,1,1
137,5,1,13,13,13,15,8,1,0,outside,hit,1,2,no,,error,error,a,3,TRUE,3,0,4,3,22,25,3,9,0,3,0,1
39,2,2,17,6,17,15,8,0,0,outside,roll_shot,3,3,no,,,,b,3,FALSE,18,20,1,-2,7,5,2,0,1,1,0,1
138,2,1,3,3,5,17,8,0,0,oppo,free_ball,5,0,no,,,,b,3,FALSE,3,0,4,3,22,25,2,9,0,1,0,3
23,3,1,9,9,8,26,8,1,1,outside,hit,1,2,yes,,,,a,3,FALSE,10,12,1,-2,15,13,6,0,1,2,0,1
10,1,1,3,3,13,9,9,1,1,bic,hit,1,2,no,jump,,,a,3,FALSE,4,5,1,-1,21,20,1,0,1,3,1,4
32,1,2,3,3,13,14,9,1,1,quick,hit,1,1,no,jump,,,b,3,FALSE,14,17,1,-3,11,8,5,1,0,3,1,2
98,5,1,1,2,14,14,9,1,1,quick,hit,1,2,no,,,,b,3,FALSE,2,3,3,-1,23,22,4,0,1,3,0,2
9,1,2,8,8,13,15,9,1,1,outside,hit,1,1,no,jump,kill,kill,b,3,TRUE,4,5,1,-1,21,20,2,0,1,3,1,1
93,1,2,3,3,12,15,9,1,1,outside,hit,1,2,no,tape,kill,kill,b,3,TRUE,0,1,3,-1,25,24,3,0,1,3,1,1
108,2,1,14,15,8,15,9,0,0,outside,tip,4,2,no,,,,a,3,FALSE,7,8,3,-1,18,17,2,0,1,2,0,1
114,1,1,3,3,12,11,10,1,1,oppo,hit,1,2,no,jump,kill,kill,a,3,TRUE,12,10,3,2,13,15,3,1,0,3,1,3
44,1,1,9,10,13,13,10,1,1,quick,hit,1,1,no,float,,,a,3,FALSE,20,23,1,-3,5,2,4,0,1,3,1,2
113,1,2,4,3,13,13,10,1,1,quick,off_speed,2,1,no,jump,,,b,3,FALSE,11,9,3,2,14,16,3,1,0,3,1,2
90,1,2,3,3,13,14,10,1,1,outside,blocked,0,1,yes,jump,blocked,blocked,a,3,TRUE,23,20,2,3,2,5,1,2,0,3,1,1
166,1,1,2,2,6,14,10,0,1,quick,blocked,0,2,yes,jump,blocked,blocked,b,3,TRUE,21,11,4,10,4,14,3,0,2,2,1,2
161,1,2,3,3,13,14,10,1,1,quick,hit,1,1,no,jump,,,a,3,FALSE,18,8,4,10,7,17,1,6,0,3,1,2
37,3,1,7,7,12,15,10,1,1,outside,hit,1,3,no,,kill,kill,a,3,TRUE,18,19,1,-1,7,6,3,1,0,3,0,1
54,1,1,4,4,14,15,10,1,1,outside,hit,1,2,no,jump,kill,kill,a,3,TRUE,4,3,2,1,21,22,1,1,0,3,1,1
56,1,1,6,1,8,15,10,0,1,outside,hit,1,2,no,tape,kill,kill,a,3,TRUE,5,4,2,1,20,21,0,1,0,2,1,1
76,1,2,7,6,13,15,10,1,1,outside,hit,1,2,no,float,,,a,3,FALSE,16,12,2,4,9,13,1,1,0,3,1,1
122,1,2,8,8,13,15,10,1,1,outside,hit,1,2,no,float,kill,kill,b,3,TRUE,16,14,3,2,9,11,1,0,1,3,1,1
146,2,1,13,9,12,15,10,1,1,outside,hit,1,1,no,,kill,kill,a,3,TRUE,8,4,4,4,17,21,1,3,0,3,0,1
155,1,1,4,4,12,15,10,1,1,outside,hit,1,1,no,jump,kill,kill,a,3,TRUE,13,8,4,5,12,17,0,1,0,3,1,1
163,1,1,3,3,14,15,10,1,1,outside,hit,1,2,no,jump,kill,kill,a,3,TRUE,20,9,4,11,5,16,3,1,0,3,1,1
75,1,1,4,4,9,15,10,0,0,outside,hit,1,2,no,float,kill,kill,a,3,TRUE,16,12,2,4,9,13,0,1,0,2,1,1
149,1,2,6,6,7,15,10,0,0,outside,hit,1,2,no,float,kill,kill,b,3,TRUE,9,6,4,3,16,19,1,0,1,2,1,1
62,2,2,7,6,9,15,10,0,0,outside,off_speed,2,3,no,,,,b,3,FALSE,8,6,2,2,17,19,4,0,1,2,0,1
3,1,1,2,2,13,11,11,1,1,oppo,blocked,0,2,yes,float,blocked,blocked,b,3,TRUE,1,2,1,-1,24,23,2,0,2,3,1,3
136,2,1,3,3,11,11,11,1,1,oppo,blocked,0,2,yes,,,,a,3,FALSE,1,0,4,1,24,25,1,7,0,2,0,3
77,2,1,7,7,8,11,11,0,0,oppo,blocked,0,2,yes,,,,a,3,FALSE,17,12,2,5,8,13,5,2,0,2,0,3
133,1,2,3,3,16,11,11,0,0,oppo,blocked,0,2,yes,jump,blocked,blocked,a,3,TRUE,24,17,3,7,1,8,0,5,0,1,1,3
161,3,2,9,9,8,11,11,0,0,oppo,blocked,0,2,yes,,blocked,blocked,a,3,TRUE,19,8,4,11,6,17,1,7,0,2,0,3
86,1,1,4,4,13,13,11,1,1,quick,blocked,0,2,yes,jump,blocked,blocked,b,3,TRUE,21,18,2,3,4,7,2,0,2,3,1,2
30,1,1,2,8,13,14,11,1,1,quick,blocked,0,2,yes,float,,,b,3,FALSE,13,16,1,-3,12,9,3,0,2,3,1,2
11,1,2,3,2,13,14,11,1,1,quick,hit,1,1,no,jump,kill,kill,b,3,TRUE,5,6,1,-1,20,19,0,0,1,3,1,2
145,1,2,3,3,13,15,11,1,1,outside,blocked,0,2,yes,jump,,,a,3,FALSE,6,4,4,2,19,21,2,1,0,3,1,1
36,1,2,2,2,13,15,11,1,1,outside,tip,4,1,no,jump,,,b,3,FALSE,17,18,1,-1,8,7,2,3,0,3,1,1
148,1,1,9,10,13,15,11,1,1,outside,tip,4,2,no,float,kill,kill,a,3,TRUE,9,5,4,4,16,20,5,1,0,3,1,1
89,4,2,10,8,12,8,12,0,0,bic,blocked,0,3,yes,,,,a,3,FALSE,21,20,2,1,4,5,0,0,4,3,0,4
125,1,1,2,2,13,9,12,1,1,bic,hit,1,2,yes,float,kill,kill,a,3,TRUE,18,15,3,3,7,10,1,1,0,3,1,4
29,5,1,12,6,14,11,12,0,1,oppo,blocked,0,2,yes,,blocked,blocked,b,3,TRUE,13,16,1,-3,12,9,1,0,2,3,0,3
137,2,1,13,13,8,11,12,0,0,oppo,blocked,0,2,yes,,,,a,3,FALSE,2,0,4,2,23,25,2,8,0,2,0,3
62,3,1,10,10,13,13,12,1,1,quick,blocked,0,2,yes,,,,b,3,FALSE,8,6,2,2,17,19,1,0,1,3,0,2
136,3,1,11,11,6,14,12,0,0,outside,tip,4,1,no,,kill,kill,a,3,TRUE,2,0,4,2,23,25,3,8,0,2,0,1
30,3,2,6,6,4,15,12,0,1,outside,hit,1,2,yes,,kill,kill,b,3,TRUE,13,17,1,-4,12,8,3,0,3,1,0,1
29,4,2,12,12,9,15,12,0,1,outside,roll_shot,3,2,no,,,,b,3,FALSE,13,15,1,-2,12,10,0,0,1,2,0,1
89,2,2,13,13,9,15,12,0,0,outside,roll_shot,3,2,no,,,,a,3,FALSE,21,20,2,1,4,5,0,0,4,2,0,1
98,6,2,9,9,8,15,12,0,0,outside,tip,4,2,no,,kill,kill,b,3,TRUE,2,4,3,-2,23,21,2,0,2,2,0,1
165,2,1,7,10,17,16,12,0,0,oppo,blocked,0,2,yes,,blocked,blocked,b,3,TRUE,21,10,4,11,4,15,4,0,1,1,0,3
137,4,1,13,13,7,11,13,0,0,oppo,blocked,0,2,yes,,,,a,3,FALSE,2,0,4,2,23,25,1,8,0,2,0,3
37,2,2,13,14,13,11,13,1,1,oppo,hit,1,2,yes,,,,a,3,FALSE,17,19,1,-2,8,6,1,0,1,3,0,3
153,1,1,7,7,12,13,13,1,1,quick,blocked,0,1,yes,float,,,a,3,FALSE,11,7,4,4,14,18,0,0,1,3,1,2
137,1,2,3,3,13,13,13,1,1,quick,off_speed,2,1,yes,jump,,,a,3,FALSE,2,0,4,2,23,25,1,8,0,3,1,2
33,2,1,8,7,12,14,13,1,1,quick,tip,4,1,no,,kill,kill,a,3,TRUE,15,18,1,-3,10,7,3,1,0,3,0,2
100,1,1,3,3,15,15,13,1,1,outside,hit,1,2,yes,jump,,,a,3,FALSE,2,5,3,-3,23,20,1,0,3,2,1,1
37,1,1,3,3,13,15,13,1,1,outside,tip,4,2,no,jump,,,a,3,FALSE,17,19,1,-2,8,6,1,0,1,3,1,1
146,1,2,5,5,22,26,13,0,0,outside,free_ball,5,0,no,tape,,,a,3,FALSE,7,4,4,3,18,21,1,2,0,1,1,1
123,1,1,3,3,6,11,14,0,0,oppo,blocked,0,2,yes,jump,,,a,3,FALSE,16,14,3,2,9,11,1,0,1,2,1,3
97,1,2,3,3,16,11,14,0,1,oppo,tip,4,2,no,jump,,,b,3,FALSE,2,2,3,0,23,23,3,1,0,1,1,3
108,1,1,8,8,13,13,14,1,1,quick,blocked,0,1,yes,float,,,a,3,FALSE,7,8,3,-1,18,17,1,0,1,3,1,2
15,1,2,6,6,12,13,14,1,1,quick,tip,4,2,no,float,kill,kill,b,3,TRUE,7,8,1,-1,18,17,5,0,1,3,1,2
18,1,2,2,2,12,13,14,1,1,quick,tip,4,2,yes,jump,,,b,3,FALSE,8,9,1,-1,17,16,0,1,0,3,1,2
49,1,2,1,1,14,14,14,1,1,quick,blocked,0,2,yes,jump,blocked,blocked,a,3,TRUE,2,0,2,2,23,25,2,2,0,3,1,2
66,1,2,7,7,9,14,14,0,0,outside,blocked,0,3,yes,jump,blocked,blocked,a,3,TRUE,11,8,2,3,14,17,0,2,0,2,1,1
46,1,2,6,6,12,15,14,1,1,outside,blocked,0,2,yes,float,net,net,b,3,TRUE,22,24,1,-2,3,1,2,0,1,3,1,1
157,3,1,17,6,16,15,14,0,0,outside,blocked,0,2,yes,,,,a,3,FALSE,14,8,4,6,11,17,1,2,0,1,0,1
157,5,2,7,7,3,15,14,0,0,outside,blocked,0,3,yes,,blocked,blocked,a,3,TRUE,15,8,4,7,10,17,1,3,0,1,0,1
31,1,1,3,3,13,26,14,1,1,outside,blocked,0,2,yes,float,,,a,3,FALSE,13,17,1,-4,12,8,1,0,3,3,1,1
29,2,2,4,4,9,26,14,0,0,outside,blocked,0,2,yes,,,,b,3,FALSE,13,15,1,-2,12,10,1,0,1,2,0,1
63,1,1,5,4,12,11,15,1,1,oppo,hit,1,2,yes,float,kill,kill,a,3,TRUE,9,7,2,2,16,18,3,1,0,3,1,3
67,1,2,6,6,12,15,15,1,1,outside,blocked,0,2,yes,jump,,,a,3,FALSE,11,8,2,3,14,17,1,2,0,3,1,1
104,1,2,1,11,14,15,15,1,1,outside,blocked,0,2,yes,jump,,,b,3,FALSE,5,6,3,-1,20,19,1,2,0,3,1,1
36,2,1,11,6,8,15,15,0,0,outside,blocked,0,2,yes,,blocked,blocked,b,3,TRUE,17,19,1,-2,8,6,1,0,1,2,0,1
